age,height_rounded,weight_rounded,veges_freq,main_meals_num,daily_water_consumption,physical_activity_freq,tech_devices_usage,high_kcal_food,transport_used,snacks_consuming,smoking,kcal_monitoring,alcohol_consumption,gender,bmi
23,1.6,78.0,Sometimes,One/Two,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,yes,no,Frequently,Female,24.375
19,1.75,100.0,Sometimes,Three,1-2L,4-5 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Male,28.571428571428573
30,1.75,73.0,Sometimes,Three,1-2L,1-2 days,0-2h,no,Walking,no,no,yes,Sometimes,Male,20.857142857142858
22,1.69,65.0,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,19.23076923076923
22,1.69,65.0,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,19.23076923076923
20,1.8,114.0,Sometimes,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Male,31.666666666666664
21,1.63,51.0,Sometimes,One/Two,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Female,15.644171779141105
24,1.5,63.0,Sometimes,One/Two,1-2L,0 days,0-2h,no,Public_Transportation,Sometimes,no,no,no,Female,21.0
21,1.8,62.0,Always,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,no,Male,17.22222222222222
21,1.65,53.0,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,16.060606060606062
21,1.68,70.0,Always,Three,>2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,20.833333333333336
23,1.6,63.0,Always,Three,1-2L,2-4 days,0-2h,no,Walking,Frequently,no,no,Sometimes,Female,19.6875
21,1.71,75.0,Sometimes,Three,>2L,2-4 days,3-5h,no,Automobile,Frequently,no,yes,Frequently,Male,21.92982456140351
21,1.5,42.3,Never,One/Two,1-2L,2-4 days,0-2h,no,Public_Transportation,Sometimes,no,no,no,Female,14.1
21,1.6,68.0,Sometimes,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,21.25
21,1.75,78.0,Sometimes,Three,1-2L,0 days,>5h,no,Public_Transportation,Frequently,no,yes,Frequently,Female,22.285714285714285
23,1.72,82.0,Sometimes,One/Two,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.837209302325583
21,1.72,66.5,Always,More than 3,>2L,0 days,>5h,yes,Public_Transportation,Always,no,no,no,Female,19.33139534883721
22,1.61,63.0,Always,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Female,19.565217391304348
23,1.63,82.0,Sometimes,One/Two,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,no,Female,25.153374233128837
25,1.83,121.0,Always,Three,>2L,4-5 days,0-2h,no,Walking,Sometimes,no,no,Sometimes,Male,33.060109289617486
20,1.6,50.0,Sometimes,Three,<1L,0 days,3-5h,yes,Automobile,Sometimes,no,no,no,Female,15.625
24,1.62,58.0,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,17.901234567901234
40,1.68,80.0,Always,Three,>2L,0 days,0-2h,no,Automobile,Sometimes,no,no,no,Female,23.80952380952381
32,1.75,120.0,Always,Three,>2L,0 days,>5h,no,Automobile,Sometimes,no,no,no,Male,34.285714285714285
20,1.9,91.0,Always,More than 3,>2L,4-5 days,0-2h,yes,Walking,Sometimes,no,no,Sometimes,Male,23.947368421052634
21,1.63,66.0,Always,One/Two,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,yes,no,Sometimes,Female,20.245398773006137
51,1.59,50.0,Always,Three,>2L,4-5 days,0-2h,no,Public_Transportation,Sometimes,yes,yes,no,Female,15.723270440251572
34,1.68,77.0,Always,One/Two,1-2L,1-2 days,0-2h,no,Automobile,Sometimes,no,no,Sometimes,Female,22.916666666666668
19,1.59,49.0,Sometimes,One/Two,1-2L,4-5 days,0-2h,yes,Public_Transportation,no,no,no,no,Female,15.40880503144654
19,1.69,70.0,Sometimes,One/Two,1-2L,4-5 days,0-2h,no,Public_Transportation,no,no,no,no,Female,20.710059171597635
21,1.66,59.0,Never,Three,1-2L,2-4 days,0-2h,yes,Automobile,Always,no,yes,no,Female,17.7710843373494
19,1.64,53.0,Always,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Female,16.158536585365855
20,1.62,53.0,Always,One/Two,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Female,16.358024691358022
19,1.7,64.0,Always,Three,>2L,2-4 days,3-5h,yes,Public_Transportation,no,no,yes,no,Female,18.823529411764707
17,1.63,65.0,Sometimes,One/Two,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Female,19.938650306748468
22,1.6,66.0,Always,Three,1-2L,2-4 days,0-2h,yes,Bike,Sometimes,no,no,no,Male,20.625
20,1.63,64.0,Never,Three,1-2L,0 days,>5h,yes,Automobile,Always,no,no,no,Female,19.631901840490798
33,1.85,99.0,Sometimes,Three,>2L,1-2 days,0-2h,yes,Automobile,Sometimes,yes,no,Sometimes,Male,26.756756756756754
21,1.54,49.0,Sometimes,One/Two,1-2L,4-5 days,0-2h,no,Public_Transportation,Sometimes,no,yes,Sometimes,Female,15.909090909090908
20,1.64,49.0,Always,Three,1-2L,4-5 days,3-5h,no,Automobile,Sometimes,yes,no,Sometimes,Female,14.939024390243903
20,1.57,60.0,Always,Three,>2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,19.108280254777068
20,1.62,52.0,Always,Three,<1L,2-4 days,3-5h,yes,Automobile,Frequently,no,no,no,Female,16.049382716049383
21,1.72,72.0,Always,Three,>2L,2-4 days,0-2h,yes,Automobile,Always,no,yes,Sometimes,Male,20.930232558139537
21,1.76,78.0,Always,One/Two,1-2L,2-4 days,0-2h,yes,Walking,Sometimes,no,no,Sometimes,Male,22.15909090909091
20,1.65,75.0,Always,One/Two,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Female,22.72727272727273
20,1.67,78.0,Sometimes,One/Two,>2L,0 days,0-2h,no,Automobile,Sometimes,no,no,Frequently,Male,23.353293413173652
56,1.79,90.0,Sometimes,Three,1-2L,1-2 days,0-2h,no,Automobile,Sometimes,yes,no,Frequently,Male,25.139664804469273
26,1.59,47.0,Sometimes,One/Two,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.779874213836477
22,1.64,56.0,Always,Three,1-2L,0 days,0-2h,no,Public_Transportation,Sometimes,no,no,no,Female,17.073170731707318
19,1.78,81.0,Never,Three,1-2L,2-4 days,0-2h,no,Bike,Sometimes,no,no,no,Male,22.752808988764045
18,1.75,85.0,Sometimes,Three,>2L,1-2 days,0-2h,no,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.285714285714285
19,1.85,115.0,Sometimes,Three,>2L,1-2 days,>5h,no,Public_Transportation,Sometimes,no,yes,no,Male,31.08108108108108
18,1.7,80.0,Always,One/Two,<1L,1-2 days,0-2h,no,Public_Transportation,Sometimes,no,no,no,Male,23.529411764705884
18,1.67,91.0,Never,Three,<1L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,27.24550898203593
21,1.72,75.0,Sometimes,Three,<1L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,no,Male,21.802325581395348
28,1.7,73.0,Sometimes,Three,1-2L,4-5 days,0-2h,no,Walking,Frequently,no,yes,Sometimes,Female,21.47058823529412
18,1.74,70.0,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,20.114942528735632
23,1.74,53.0,Sometimes,Three,<1L,2-4 days,>5h,yes,Public_Transportation,Frequently,no,no,no,Male,15.229885057471265
18,1.87,67.0,Always,Three,>2L,1-2 days,3-5h,yes,Automobile,Frequently,no,yes,Sometimes,Male,17.914438502673796
18,1.7,50.0,Never,Three,<1L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Male,14.705882352941178
39,1.65,50.0,Always,More than 3,1-2L,0 days,0-2h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,15.151515151515152
38,1.7,78.0,Always,Three,1-2L,0 days,0-2h,yes,Automobile,Frequently,no,no,Frequently,Male,22.941176470588236
17,1.67,60.0,Sometimes,More than 3,1-2L,0 days,>5h,no,Public_Transportation,Always,no,no,no,Male,17.964071856287426
23,1.72,66.0,Sometimes,Three,1-2L,0 days,3-5h,yes,Walking,Sometimes,no,no,Sometimes,Male,19.186046511627907
23,1.82,107.0,Sometimes,Three,>2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,29.395604395604394
19,1.5,50.0,Sometimes,Three,<1L,0 days,>5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,16.666666666666668
18,1.7,60.0,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,17.647058823529413
25,1.71,71.0,Sometimes,Three,1-2L,0 days,0-2h,yes,Motorbike,Frequently,no,no,Sometimes,Male,20.760233918128655
25,1.61,61.0,Sometimes,Three,<1L,4-5 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Female,18.944099378881987
18,1.5,50.0,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,16.666666666666668
16,1.67,50.0,Sometimes,One/Two,>2L,1-2 days,0-2h,yes,Public_Transportation,Frequently,no,no,no,Male,14.970059880239521
21,1.82,67.0,Sometimes,More than 3,>2L,2-4 days,>5h,yes,Walking,Always,yes,no,Sometimes,Male,18.406593406593405
32,1.57,57.0,Always,Three,1-2L,0 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Female,18.152866242038215
18,1.79,52.0,Always,Three,1-2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Male,14.525139664804469
21,1.75,62.0,Always,More than 3,1-2L,0 days,0-2h,yes,Public_Transportation,Frequently,yes,no,Sometimes,Male,17.714285714285715
18,1.7,55.0,Sometimes,Three,1-2L,0 days,0-2h,yes,Public_Transportation,Frequently,no,no,Sometimes,Male,16.176470588235293
18,1.62,55.0,Sometimes,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,16.975308641975307
17,1.69,60.0,Sometimes,Three,>2L,4-5 days,3-5h,no,Walking,Sometimes,no,no,Sometimes,Male,17.75147928994083
20,1.77,70.0,Never,One/Two,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,19.774011299435028
21,1.79,105.0,Sometimes,Three,<1L,0 days,0-2h,yes,Public_Transportation,Always,no,no,Sometimes,Male,29.329608938547487
21,1.6,61.0,Sometimes,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,19.0625
18,1.6,58.0,Sometimes,Three,>2L,2-4 days,0-2h,yes,Public_Transportation,Sometimes,no,no,no,Female,18.125
17,1.56,51.0,Always,Three,<1L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Female,16.346153846153847
19,1.88,79.0,Sometimes,Three,>2L,2-4 days,0-2h,no,Automobile,Sometimes,no,no,Sometimes,Male,21.01063829787234
16,1.82,71.0,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Male,19.505494505494504
17,1.8,58.0,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Walking,Frequently,no,no,no,Male,16.11111111111111
21,1.7,65.0,Sometimes,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Male,19.11764705882353
19,1.82,75.0,Sometimes,Three,1-2L,1-2 days,0-2h,no,Public_Transportation,Frequently,no,no,no,Male,20.604395604395602
18,1.86,110.0,Sometimes,One/Two,1-2L,1-2 days,>5h,yes,Public_Transportation,Sometimes,yes,no,Sometimes,Male,29.569892473118276
16,1.66,58.0,Sometimes,One/Two,<1L,0 days,3-5h,no,Walking,Sometimes,no,no,no,Female,17.46987951807229
21,1.53,53.0,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,17.320261437908496
26,1.74,80.0,Sometimes,Three,1-2L,4-5 days,0-2h,no,Automobile,Sometimes,no,no,no,Male,22.988505747126435
18,1.8,80.0,Sometimes,Three,<1L,0 days,3-5h,yes,Public_Transportation,Frequently,no,no,Frequently,Male,22.22222222222222
23,1.7,75.0,Always,Three,>2L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,22.058823529411764
26,1.7,70.0,Sometimes,Three,<1L,0 days,0-2h,yes,Public_Transportation,Sometimes,yes,no,Sometimes,Male,20.58823529411765
18,1.72,55.0,Sometimes,More than 3,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,15.988372093023257
16,1.84,45.0,Always,Three,>2L,2-4 days,>5h,yes,Walking,Always,no,no,Sometimes,Male,12.228260869565217
16,1.57,49.0,Sometimes,More than 3,1-2L,0 days,3-5h,yes,Public_Transportation,Always,no,no,Sometimes,Female,15.605095541401273
20,1.8,85.0,Sometimes,Three,>2L,4-5 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.61111111111111
23,1.75,120.0,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,yes,no,Sometimes,Male,34.285714285714285
24,1.56,60.0,Never,Three,1-2L,0 days,>5h,yes,Public_Transportation,Always,no,no,Sometimes,Female,19.23076923076923
23,1.59,48.0,Sometimes,One/Two,<1L,0 days,>5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,15.094339622641508
20,1.8,75.0,Always,More than 3,>2L,4-5 days,0-2h,yes,Public_Transportation,Always,no,no,Sometimes,Male,20.833333333333332
16,1.66,58.0,Sometimes,One/Two,<1L,0 days,3-5h,no,Walking,Sometimes,no,no,no,Female,17.46987951807229
17,1.79,57.0,Sometimes,More than 3,1-2L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Male,15.921787709497206
17,1.72,62.0,Sometimes,Three,1-2L,2-4 days,3-5h,yes,Public_Transportation,Always,no,no,no,Male,18.02325581395349
16,1.6,57.0,Always,Three,<1L,2-4 days,0-2h,yes,Public_Transportation,Sometimes,no,no,no,Female,17.8125
17,1.66,56.0,Never,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Always,no,no,Sometimes,Male,16.867469879518072
26,1.65,63.0,Always,Three,<1L,1-2 days,0-2h,yes,Walking,Sometimes,no,no,no,Female,19.090909090909093
26,1.7,72.0,Sometimes,Three,1-2L,0 days,0-2h,yes,Public_Transportation,Always,no,no,Sometimes,Male,21.176470588235293
38,1.75,75.0,Always,Three,<1L,4-5 days,3-5h,no,Automobile,Frequently,no,no,no,Male,21.428571428571427
18,1.75,70.0,Always,More than 3,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,20.0
25,1.56,45.0,Sometimes,Three,<1L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,14.423076923076923
27,1.55,63.0,Sometimes,Three,<1L,0 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Female,20.32258064516129
21,1.67,67.0,Always,One/Two,1-2L,1-2 days,3-5h,yes,Public_Transportation,Always,no,no,no,Male,20.059880239520957
38,1.75,75.0,Always,Three,<1L,2-4 days,3-5h,no,Automobile,Frequently,no,no,no,Male,21.428571428571427
23,1.75,56.0,Always,Three,1-2L,4-5 days,0-2h,no,Public_Transportation,Frequently,no,no,Sometimes,Female,16.0
18,1.8,72.0,Sometimes,Three,1-2L,2-4 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,20.0
30,1.65,71.0,Sometimes,Three,<1L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,21.515151515151516
21,1.55,58.0,Sometimes,One/Two,<1L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,18.70967741935484
18,1.7,55.3,Always,Three,1-2L,2-4 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,16.264705882352942
23,1.72,76.0,Always,More than 3,<1L,0 days,0-2h,no,Public_Transportation,Frequently,no,no,Sometimes,Male,22.093023255813954
19,1.74,74.0,Always,One/Two,>2L,2-4 days,3-5h,no,Walking,Sometimes,no,no,Sometimes,Male,21.264367816091955
19,1.65,82.0,Always,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,24.84848484848485
17,1.8,50.0,Always,More than 3,<1L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,13.88888888888889
17,1.74,56.0,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,16.091954022988507
27,1.85,75.0,Sometimes,One/Two,1-2L,1-2 days,0-2h,yes,Walking,Sometimes,no,no,no,Male,20.27027027027027
23,1.7,56.0,Always,More than 3,>2L,2-4 days,0-2h,no,Automobile,Always,no,yes,no,Female,16.47058823529412
18,1.45,53.0,Sometimes,Three,1-2L,1-2 days,>5h,yes,Public_Transportation,Frequently,no,yes,Frequently,Female,18.27586206896552
19,1.7,50.0,Never,More than 3,<1L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Male,14.705882352941178
20,1.7,65.0,Sometimes,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,19.11764705882353
18,1.78,64.4,Always,Three,1-2L,2-4 days,>5h,yes,Walking,Frequently,no,no,no,Male,18.08988764044944
17,1.6,65.0,Always,One/Two,1-2L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,yes,Sometimes,Female,20.3125
19,1.53,42.0,Sometimes,Three,<1L,4-5 days,0-2h,no,Public_Transportation,Sometimes,no,yes,Frequently,Female,13.72549019607843
21,1.8,72.0,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,20.0
20,1.6,50.0,Sometimes,Three,<1L,0 days,0-2h,no,Public_Transportation,Sometimes,no,no,Sometimes,Male,15.625
23,1.74,105.0,Always,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,30.17241379310345
23,1.65,66.0,Always,Three,1-2L,2-4 days,0-2h,no,Public_Transportation,Sometimes,no,no,no,Male,20.0
18,1.87,173.0,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Male,46.2566844919786
17,1.7,55.0,Always,Three,1-2L,2-4 days,3-5h,yes,Public_Transportation,Always,no,no,Sometimes,Male,16.176470588235293
21,1.54,47.0,Always,Three,<1L,4-5 days,0-2h,no,Public_Transportation,Always,no,no,no,Female,15.25974025974026
17,1.8,97.0,Sometimes,Three,>2L,1-2 days,3-5h,yes,Walking,Sometimes,no,no,Sometimes,Male,26.944444444444443
18,1.82,80.0,Sometimes,Three,1-2L,2-4 days,>5h,yes,Walking,Sometimes,no,no,no,Male,21.978021978021978
20,1.98,125.0,Sometimes,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Always,no,no,Sometimes,Male,31.565656565656568
17,1.75,70.0,Sometimes,Three,<1L,2-4 days,>5h,no,Walking,Sometimes,no,no,Sometimes,Male,20.0
26,1.65,60.0,Always,More than 3,1-2L,4-5 days,0-2h,no,Walking,Always,no,no,no,Female,18.181818181818183
17,1.6,53.0,Never,Three,<1L,4-5 days,>5h,yes,Walking,Sometimes,no,no,Sometimes,Female,16.5625
24,1.6,51.0,Never,Three,1-2L,0 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Female,15.9375
17,1.6,59.0,Sometimes,Three,1-2L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Female,18.4375
27,1.55,62.0,Always,One/Two,<1L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,20.0
17,1.9,60.0,Always,Three,1-2L,2-4 days,3-5h,no,Walking,Sometimes,no,no,no,Male,15.789473684210527
17,1.7,56.0,Never,Three,<1L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,no,Female,16.47058823529412
41,1.75,110.0,Sometimes,One/Two,<1L,1-2 days,0-2h,no,Automobile,Sometimes,no,no,Frequently,Male,31.428571428571427
33,1.56,48.0,Sometimes,Three,1-2L,1-2 days,0-2h,no,Public_Transportation,Sometimes,no,no,Sometimes,Female,15.384615384615383
20,1.87,75.0,Sometimes,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Male,20.053475935828875
40,1.56,80.0,Sometimes,One/Two,1-2L,4-5 days,0-2h,yes,Public_Transportation,Sometimes,no,no,no,Female,25.64102564102564
37,1.65,73.0,Always,Three,1-2L,1-2 days,0-2h,no,Automobile,Sometimes,no,no,Sometimes,Female,22.12121212121212
19,1.8,80.0,Sometimes,One/Two,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,22.22222222222222
24,1.84,86.0,Sometimes,One/Two,1-2L,4-5 days,3-5h,yes,Public_Transportation,Always,no,no,Sometimes,Male,23.369565217391305
24,1.7,68.0,Always,Three,1-2L,0 days,0-2h,yes,Motorbike,Sometimes,no,no,Sometimes,Male,20.0
33,1.72,83.0,Sometimes,One/Two,1-2L,2-4 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,24.127906976744185
40,1.58,63.0,Sometimes,Three,1-2L,2-4 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Female,19.93670886075949
37,1.68,83.0,Sometimes,One/Two,1-2L,0 days,0-2h,yes,Automobile,Sometimes,no,no,no,Female,24.702380952380953
20,1.58,74.0,Always,Three,1-2L,2-4 days,3-5h,no,Public_Transportation,Frequently,no,no,Sometimes,Male,23.417721518987342
19,1.8,60.0,Sometimes,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,16.666666666666668
17,1.62,69.0,Always,One/Two,1-2L,1-2 days,>5h,yes,Public_Transportation,Always,no,yes,Sometimes,Male,21.296296296296294
18,1.62,58.0,Always,Three,<1L,0 days,>5h,yes,Automobile,Sometimes,no,no,no,Female,17.901234567901234
21,1.54,56.0,Sometimes,One/Two,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,18.18181818181818
18,1.76,70.0,Sometimes,More than 3,1-2L,4-5 days,3-5h,yes,Automobile,Frequently,no,no,Sometimes,Male,19.886363636363637
41,1.8,92.0,Sometimes,One/Two,>2L,1-2 days,0-2h,yes,Automobile,Frequently,no,no,Sometimes,Male,25.555555555555554
36,1.58,60.0,Always,Three,<1L,4-5 days,0-2h,no,Automobile,Sometimes,no,no,Sometimes,Female,18.987341772151897
18,1.76,68.0,Sometimes,More than 3,1-2L,1-2 days,3-5h,no,Public_Transportation,Frequently,no,no,Sometimes,Male,19.318181818181817
18,1.73,70.0,Always,Three,<1L,4-5 days,3-5h,yes,Public_Transportation,Frequently,no,no,Sometimes,Male,20.23121387283237
17,1.7,70.0,Always,Three,1-2L,0 days,>5h,yes,Walking,Sometimes,no,no,Sometimes,Male,20.58823529411765
25,1.7,83.0,Always,Three,>2L,2-4 days,0-2h,yes,Motorbike,Sometimes,no,yes,no,Male,24.411764705882355
21,1.8,75.0,Always,Three,<1L,4-5 days,0-2h,yes,Public_Transportation,Frequently,no,no,Sometimes,Male,20.833333333333332
29,1.6,56.0,Sometimes,Three,<1L,0 days,3-5h,no,Public_Transportation,Frequently,no,no,Sometimes,Female,17.5
17,1.7,98.0,Sometimes,Three,1-2L,0 days,3-5h,no,Automobile,Sometimes,no,no,Sometimes,Male,28.823529411764707
18,1.6,60.0,Always,One/Two,<1L,0 days,>5h,yes,Walking,Sometimes,no,yes,no,Female,18.75
16,1.55,45.0,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Frequently,no,no,no,Female,14.516129032258064
18,1.59,53.0,Never,Three,<1L,1-2 days,>5h,no,Public_Transportation,Sometimes,no,no,no,Female,16.666666666666664
37,1.5,75.0,Sometimes,Three,<1L,0 days,0-2h,yes,Motorbike,Frequently,no,no,Sometimes,Female,25.0
18,1.78,108.0,Sometimes,Three,>2L,1-2 days,0-2h,no,Public_Transportation,Sometimes,no,no,no,Male,30.337078651685392
16,1.61,65.0,Never,One/Two,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,no,Female,20.186335403726705
23,1.71,50.0,Sometimes,Three,>2L,0 days,>5h,yes,Public_Transportation,Always,no,no,no,Male,14.619883040935672
18,1.7,50.0,Sometimes,Three,1-2L,0 days,3-5h,no,Walking,Sometimes,no,no,Sometimes,Female,14.705882352941178
18,1.76,69.5,Always,Three,>2L,4-5 days,>5h,no,Public_Transportation,Frequently,no,no,no,Male,19.744318181818183
18,1.7,78.0,Never,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,22.941176470588236
